"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04"
"Terramor Village","Ladera Ranch","CA","Los Angeles-Long Beach-Anaheim","Orange",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579000,549000,570000,569940,571500,557000,599900,565000,599945,559000,559000,579999,537000,530000,481950,544000,559000,559450,559000,543900,539900,574450,572450,530000,530000,530000,559000,574950,589000,588000,596950,594450,599000,631950,632450,606500,592800,589900,624950,6e+05
"Conevant Hills Village","Ladera Ranch","CA","Los Angeles-Long Beach-Anaheim","Orange",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184000,1169000,1199950,1265000,1199990,1285000,1275000,1274000,1254000,1275000,1254000,1265000,1259000,1249500,1229000,1259990,1299000,1344500,1339000,1339000,1350000,1337000,1299000,1299499.5,1400000,1400000,1400000,1580000,1527000,1572500,1552450,1527000,1279900,1264900,1288950,1298000,1279900,1325000,1312500,1219500,1194999.5,1295000,1350000,1140000,1190000,1320000,1320000,1395000
"Masonic Hill","Park City","UT","Summit Park","Summit",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3825000,3825000,3850000,3700000,3850000,3974125,3900000,3800000,3825000,3800000,3450000,3072500,2595000,2495000,2300000
"Chapel Hill-Virginia Avenue","Cumberland","MD","Cumberland","Allegany",1497,99400,103000,103000,99950,103000,99900,99900,99900,96250,89900,89000,96250,95000,95000,89900,89000,92000,89999,96000,85000,79900,79900,80000,90950,93250,89900,91950,93700,88399,89900,92900,92700,94750,99000,102600,97000,94951.5,94951.5,94500,94499.5,94700,94499,94500,99250,99000,96000,95500,89000,83701.5,89000,89000,89903,96950,92450,89903,89900,89950,92400,89900,99500,89900,89900,95000,88900,86500,85450,82200,79900,79450,79900,84900,84450,85900,80950,91200,95000,95000,89200,82900,86700,72400,71950,79950,79777,73450,75950,72900,72900
"Central Corals","Oakland Park","FL","Miami-Fort Lauderdale","Broward",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369000,369000,367450,399000,399450,404450,395000,399000,395000,386500,379500,367000,345000,362000,359000,378750
"Manatawny-Farmington","Pottstown","PA","Philadelphia","Montgomery",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124000,112400,119900,120000,120000,119500,120000,120000,120000,120000,121000,119250,119625,110900,114900,111950,108450,106900,105950,99900,97900,94900,94900,90000,89900,89900,89900,84900,84900,94000,84900,85000,89900,102200,105880,93250,93250,92700,99900,84900,87450,88070,89900,89900,89900,89948.5,89900,89900,86900,86900,87650,92450,89650
"Beech-Wilson","Pottstown","PA","Philadelphia","Montgomery",1497,124950,118800,119900,124900,124900,124900,105000,116950,120000,119250,119500,114900,114900,1e+05,1e+05,97500,98405,98200,101400,104400,104400,99890,95000,89900,89900,89900,89700,87900,89900,89900,89900,90000,99900,109500,107700,1e+05,101950,99900,105000,1e+05,102500,106450,99900,103900,103900,102900,1e+05,1e+05,99450,94450,89900,86450,78954,80000,84949.5,84999.5,84900,79900,81950,79900,84900,79990,77445,86500,89900,89900,82300,75900,82450,79900,79950,78500,79900,79900,66475,67950,77450,69900,69950,69950,73700,73700,74520,78999.5,85000,80000,86000,89900
"North End","Bridgeport","CT","Stamford","Fairfield",1497,,,169900,164949.5,164900,159900,159900,159950,159900,159900,159900,159000,155000,158700,154500,149900,149900,158200,157590,149950,154000,149900,144900,144900,140000,139500,138900,129900,132900,134050,139900,134900,130000,135000,135000,129900,139900,144900,142450,144900,146450,149999.5,164450,149950,160000,164900,162500,162500,160000,146500,149900,172250,174900,179900,169900,174900,149900,149900,149900,149900,159650,149000,149000,149000,149900,149900,158000,157000,164900,164900,167250,169500,169900,174950,157500,164900,169900,170000,169500,167250,159950,164900,169900,166450,160000,165400,179900,169900
"Resevoir","Bridgeport","CT","Stamford","Fairfield",1497,,,,,,,,,,,,,,149900,154500,159000,159000,149500,129900,129900,129900,129900,129450,129450,129950,127000,129900,120450,117400,126200,125000,128500,127750,128750,129900,129450,125000,129000,129900,125000,135000,139900,139900,129900,125000,139900,139000,134900,129900,129900,129900,148950,149450,151450,149900,149900,147450,142400,139450,135000,143000,146950,146950,149950,153450,139900,139900,140000,140000,152450,150000,145750,140450,141000,137900,139900,139900,145000,149900,149900,156900,159450,159000,139900,139950,149900,162361.5,165000
"Kelly Creek","Gresham","OR","Portland","Multnomah",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259500,259500,259250,259900,259900,259450,254925,249950,249900,249450,264900,278000,285000,281950,274950,275000,279000,279950,288320,287640,294950,284900,275000,290000,290000,292500,297000,299900,321950,327000,329900,324900,324900,335000,339900,335000,339900,339900
"Victoriano","Moreno Valley","CA","Riverside","Riverside",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252500,260000,260000,255000,235000,227500,227500,230000,235000,259900,277450,256500,277450,279900,288000,275000,269900,280000,279500,278499.5,284990,285000,285000,284990,286999.5,298950,299900,280000,295000,295000,295000,296500,298000,295000,299000,312000,298500
"Lasselle","Moreno Valley","CA","Riverside","Riverside",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260000,264900,261944,264999,275000,279945,290000,274950,288000,288000,275950,266950,279998,279950,299900,299999,296000,299999,304999,3e+05,298500,298500,309999,307499.5,310000,310000,310000,314950,319949.5,324888,325000,330000,327250,320000,310000,317950,317547.5,322500,322500
"Hidden Springs","Moreno Valley","CA","Riverside","Riverside",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327900,337450,330000,335000,329450,339450,349950,350000,379000,379000,359000,350000,349000
"Historic West Side","Springfield","IL","Springfield","Sangamon",1497,89900,89900,89900,89900,86900,83700,86900,88500,87900,87615,87900,86400,84450,77000,69900,75000,80900,79900,87500,84000,84900,74900,72000,70950,67950,72900,72200,78000,79900,71249.5,75000,79900,77900,79267.5,89950,90000,85000,88700,87500,93700,92250,94900,95400,94400,89950,89900,89700,92000,89900,89500,89900,83260,83080,83130,89900,99900,89900,89900,90450,90900,85000,86200,92450,93000,94000,83700,89950,91450,89000,97900,99900,90000,88500,86749.5,89000,93250,89250,89250,103375,102200,97400,104000,99900,86000,83950,85450,93700,95900
"Gresham Butte","Gresham","OR","Portland","Multnomah",1497,279900,279900,274250,279450,269950,269000,257200,264475,264475,234950,220450,203000,206750,230000,234500,224995,239450,239000,238944,238944,238944,239000,241950,244450,239900,239900,239900,254950,254900,249850,249950,259950,259900,264450,267000,259900,277475,297500,299700,297500,293475,297000,296250,305000,299500,314950,319450,319950,314450,319500,317445,333500,379000,354000,307450,299475,339000,341875,349900,344900,349900,384500,354900,365000,402450,389000,329000,327000,319900,307000,305000,319900,329900,319900,343900,371000,369900,359000,350000,359450,368777,377900,375000,377450,399500,399500,429900,483950
"Lauderdale West","Plantation","FL","Miami-Fort Lauderdale","Broward",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143500,142000,143950,139900,142000,142500,145000,145000,138594,139999,145000,135000,135000,137500,139999,138250,137500,137500,139900,142900,141400,153500,149000,159900,159000,154700,149900,139900,139450,139000,134950,129000,148700,150900,159950,149900,147418,145950,155450,170100,179900
"Poinsettia","Carlsbad","CA","San Diego","San Diego",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620000,699000,789000,699000,699900,744000,729000,739000,749000,759000,759000,679000,699000,699000,709900,779900,819900,774950,749000,699444,710000,8e+05,824450,799900,859000
"Greater Alberta","Tuscaloosa","AL","Tuscaloosa","Tuscaloosa",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101950,94900,96950,104950,105000,109900,114900,119900,126450,124950,119900,119900,124900,129000,127900,128000,125850,127900,126900,124900,122500,123500,115000,115000,118450,119200,125350,126804,125700,126402,123900,129804,126000,127500,125500,123500,123500,123500,129402,129900,129900,129000,129000,126300,119900,121900,120900,128000,131250,129000,123900,121900,121900
"Cochran's Crossing","The Woodlands","TX","Houston","Montgomery",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493500,489000,482000,475000,479500,510000,514900,507400,535516.5,499000,451500,465000,461220.5,450000,385000,375000,350000,349450,375000,429750,430000,419900,450000,439900,435000,399900,412450,399900,415000,399900,404900,427000
"Craighead Forest","Jonesboro","AR","Jonesboro","Craighead",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241200,257500,226500,239000,257500,239000,239000,236950,215000,239000,274900,249900,224900,214600,214600
"The Highlands","Wilmington","DE","Philadelphia","New Castle",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399900,450000,399900,399900,392450,389900,354000,312000,339500,367000,354000,377000,389450,389900,404900,394450,386950,359949.5,350000,359900,334900,369000,340750,379450
"Freeport-Hackberry","Irving","TX","Dallas-Fort Worth","Dallas",1497,399900,379900,349900,366379,378990,369000,364900,374900,374900,366950,359500,348900,349700,345000,348700,348900,397990,399900,424700,424250,379900,394495,395000,382450,390990,384784,377400,387450,384990,385490,388900,387900,362500,379900,387450,389900,374035,384900,398250,399000,399000,388250,380000,379900,379900,389900,379000,399900,409900,409900,414950,414950,425000,424000,416250,422200,433250,420750,424000,429400,424900,479900,495000,495000,484500,479999,469900,465000,469900,469900,454400,485450,475000,489900,487000,468900,469000,475000,459900,459000,450000,443000,456550,465000,474960,486900,479500,491792.5
"Brooklawn- St. Vincent's","Bridgeport","CT","Stamford","Fairfield",1497,,,,,,,,,,,,,,138400,138400,133400,147900,149900,149900,149900,149900,149900,149900,149000,149000,135000,142500,142950,129900,140000,146000,138999,149250,149500,149999,154900,149960,148950,139900,139900,149921,149500,159900,152450,150000,155850,155095,149910.5,149900,149900,144900,154900,160000,162400,164900,179000,175000,174900,165000,159900,155000,150000,139900,134900,139900,149450,159900,152500,163450,159450,155000,147900,144900,154500,150000,155000,146500,149900,149900,150000,154950,159950,145900,150000,145900,150000,164950,167500
"Lower Deer Valley","Park City","UT","Summit Park","Summit",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707000,1857000,1822000,1799000,1822000,1795000,1847500,1799500,1799000,1795000,1682000,1694499.5,1689000,1650000,1650000,1775000,1850000,1875000,1800000
"Upper Deer Valley","Park City","UT","Summit Park","Summit",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750000,2800000,2950000,2995000,2962500,2800000,2799000,2950000,2995000,3100000,2600000,2972500,2850000,2850000,2825000,2825000,2800000,3e+06,2950000,2900000,2895000,2847500
"North Central","University City","MO","St. Louis","Saint Louis",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79750,79900,79450,76950,84900,80000,89000,90000,90000,81500,77450,75000,76950,79900,80500,76250,72500,80000,80000,77400,74950,72450,70000,70000,71450,70000
"Amber Creek East","North Miami","FL","Miami-Fort Lauderdale","Miami-Dade",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129950,126500,119950,125000,119900,129000,129000,127500,132500,132500,135000,149900,150000,155000,140000,145495,146745,147000,149900,150000,160000,168500,164900,152450,155900,166950,169000,168000,172350,173000,179000,171000,179900,169000,170000,168000,175000,175000,175000,175000,175000,178000
"The Meadows","Castle Rock","CO","Denver","Douglas",1497,309900,289950,279900,275000,275500,279975,269900,269900,287150,285000,280000,270950,268500,279000,259900,269900,268750,262445,262990,262990,249900,243500,242500,244250,240450,249999,259450,262400,270000,255000,256500,247450,244950,269000,3e+05,319888,297975,3e+05,329000,350000,346000,330950,328450,343000,346450,339900,339900,335478,349061,337250,349999.5,342500,354900,358187,360000,370005,369975,379900,369980,389925,379999.5,392000,4e+05,385000,387999,385000,408000,412950,427500,422450,419900,432450,427450,409900,399999,415000,417500,425000,425000,419900,419999,415000,420000,422950,437423,440000,439972.5,445995
"Union Street","Schenectady","NY","Albany","Schenectady",1497,156500,150900,150450,149900,149900,149900,139900,139900,140000,141000,140950,139900,129900,138450,144500,147900,139900,139900,139000,129990,124950,125000,128000,122450,119950,125000,129394,127900,130500,134200,129900,129900,129900,133900,134900,131400,132500,134900,134000,134900,134900,129727.5,129000,124900,121750,120950,124949.5,119900,122000,125000,129900,129450,129250,125000,129000,128900,129500,125000,124900,119900,121500,119900,119900,119900,129900,129900,129900,129900,129700,129000,120999.5,119900,119900,119900,119900,124900,123450,128553.5,128553.5,126503.5,129000,124900,119900,119900,119900,119900,124900,129000
"The Island","Venice","FL","North Port-Sarasota-Bradenton","Sarasota",1497,319900,325000,329900,334900,319000,314900,299900,308950,308950,299900,299900,299700,299000,299000,298800,284950,286500,284000,275000,274900,274950,269000,259900,267000,279900,278950,265000,281900,275000,277450,275000,299000,299350,301175,329000,324950,325000,334950,305000,299900,325000,329000,330000,325000,323400,329900,3e+05,335000,349500,349000,325000,349250,349900,338754.5,349000,349900,349900,359900,374900,397950,399000,4e+05,4e+05,399900,410000,4e+05,405000,399900,399985,399935,420000,425000,420000,425000,427500,412450,399000,399000,425000,419000,424950,425000,425000,439900,410000,429900,414750,426000
"Panorama","Cathedral City","CA","Riverside","Riverside",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000,222450,226000,226950,220000,242500,234948.5,234900,239950,235450,224900,225750,239925,244900,245000,249900,249900,258000,270000,281999.5,270000,269900,273950,269900,269900,270000,273000,261000,264450,266500,266950,266500,269000,269000,270500,289888,284394,299450,284444,288944,282250,285000
"Sunny Sands","Cathedral City","CA","Riverside","Riverside",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259900,265000,254850,259000,269888.5,278500,289000,325000,304950,304700,296000,299450,294900,295000,304997.5,312450,302450,299900,297000,293750,284500,295000,295000,299000,309000,325000,310000,315000,320000,324900
"Olde Carlsbad","Carlsbad","CA","San Diego","San Diego",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732000,725000,699000,693250,723250,711000,769000,710950,735000,739000,769000,744000,712450,719250,678796,725000,729000,749000,787450,759000,749950,749450,749950,749450,749000,779900,779900,825000,849000,825000,850000,799450,825000,887450,899900,924900,924900,1071115,987000,879999,879999,854900
"Midtown","Ocean City","MD","Salisbury","Worcester",1497,379250,347499.5,329000,315689,312450,339000,339900,332450,326500,325000,320000,305000,299969.5,310000,299900,299900,299900,299900,299900,299000,295000,299000,289900,289900,285000,289000,279965,277900,282445,295000,279990,285000,279900,279900,284700,279900,269900,269990,274900,274920,275000,269900,285000,275000,280000,279000,267000,269000,267000,269900,269450,259900,270000,275000,279500,264900,264950,274450,277750,278050,276300,278050,279900,276600,279500,279700,274750,279900,277000,269900,269950,275000,269900,275000,274900,284000,284900,284900,285000,285000,279950,285000,291000,295000,299999,305000,3e+05,299700
"Boardwalk-Inlet","Ocean City","MD","Salisbury","Worcester",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359944,344400,349988,382000,399900,389900,387450,399949.5,417450,399900,399900,394450,339755,339377.5,339000,322000,316950,339377.5,322000,365000,365000,393999,382450,385000,354990,374900
"Grogan's Mill","The Woodlands","TX","Houston","Montgomery",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642480,659312.5,677091.5,662500,699015,650000,620000,597327,592499,549996,529655,514923,499495,549798.5,574500,579000,636500,649000,582000,599900,632500,595000,507499.5,499949.5,499000,499000,519999.5,540000,505950,492500
"Alden Bridge","The Woodlands","TX","Houston","Montgomery",1497,234950,239900,235000,234900,239900,235500,235000,236500,237900,234500,233900,229949.5,229999,235000,237500,239900,240000,236800,234950,229750,232500,225000,229750,235900,233900,236445,243750,243750,249000,249000,249450,249760,249900,259900,255950,259450,259900,269900,279000,289500,308750,323950,305950,299000,299450,307499.5,295000,310000,295000,284950,289950,307450,330000,349450,349900,339000,345000,340000,335000,344900,316500,315000,330000,349900,339500,341750,330000,327000,322000,325000,330000,325000,325000,325000,334900,330000,330000,345000,349900,339000,347249.5,336250,329900,330500,324950,326500,349900,347900
"Sterling Ridge","The Woodlands","TX","Houston","Montgomery",1497,537745,535250,484000,440814,464500,442564,463675,459900,476950,530450,565000,564950,489000,468700,459450,439683,434172.5,420000,408893,414900,390995,349990,354000,381445,389000,377990,411490,399700,418770,399900,380248,366990,365323,375795,383234,379190,402950,430000,399950,447700,484990,450000,474900,450000,446700,454500,469000,499701,498000,541842.5,499000,525000,545000,540500,525000,525000,550000,549900,544900,537325,534750,568850,607250,656950,669999,644950,639950,645000,637000,6e+05,599900,590700,579900,579950,599000,627475,579700,579500,579950,599000,597350,592500,575000,577500,547450,525000,592000,565000
"Rainbow Ridge","Moreno Valley","CA","Riverside","Riverside",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265000,265000,268949.5,275000,269900,272450,280000,279950,272450,269900,269900,270000,277450,285000
"Riverpark","Oxnard","CA","Ventura","Ventura",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393900,370000,399900,409500,393750,406000,410000,410000,405000,414500,414500,417000,442000,435450,432500
"Channel Islands","Oxnard","CA","Ventura","Ventura",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863950,849900,934950,884950,930000,886250,879000,849000,814975,863950,864475,804950,769000,769000,804950
"Downtown","Boca Raton","FL","Miami-Fort Lauderdale","Palm Beach",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000,615000,529000,509999.5,499999,509999.5,449000,449000,520000,509950,524000,549000,569486.5,586500,549000,549000,549000,594000,591500,559973,549000,499900,519000,574500,599000,599000
"West Ward","Easton","PA","Allentown","Northampton",1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000,69000,69000,68000,66900,66900,69400,69000,69950,79700,74900,75000,78750,79500,78750,75950,75000,79000,80000,75000,77000,74900,66000,62450,72900,77400,69900,74000,79250,77000,77500,79950,81000,82900,79900,70750,72500,74000,72500,73500,70000,71500,79900,79900,79900,79950,89900,85000,89900,80450,79900,78500,90000
"Town Plot","Waterbury","CT","New Haven","New Haven",1497,119900,139900,139900,132950,129900,129900,129900,132000,137500,139900,134900,134900,132400,127900,126900,127900,129900,134900,129900,129900,129900,127900,119900,119900,119450,129900,116000,129900,131400,134900,129900,119900,124900,124900,124900,119900,119950,115400,114900,112449.5,112450,114900,114450,114900,115000,115000,114900,116950,114900,114900,114900,109900,114900,112000,114900,110000,110200,109900,109900,109900,113247.5,109900,115000,112500,114500,104000,104450,104900,107250,107250,109900,99900,99900,99900,99900,109000,109900,109900,109900,109000,114900,109900,115000,104900,99900,99900,104900,114450
